item_name,shop_name,city,address,price,category,lat,lon
Cooking oil,Co.opFood,Ho Chi Minh City,,273000,supermarket,10.83894634,106.7667518
Textbook,Nhà sách Phương Nam - Phú Thọ,Ho Chi Minh City,,330000,books,10.76364755,106.6586284
Seat cover,Bến Thành Ford,Ho Chi Minh City,,417000,car,10.8145387,106.6318789
Wiper blade,Unknown Shop,Ho Chi Minh City,,297000,car,10.81580947,106.6316124
Accessory,SC-VivoCity,Ho Chi Minh City,,461000,mall,10.72990086,106.7033882
Fashion item,Vincom Plaza Thủ Đức,Ho Chi Minh City,"216, Võ Văn Ngân",267000,mall,10.8499748,106.7651829
Novel,Nhà sách Phú Nhuận,Ho Chi Minh City,,205000,bookmaker,10.79556342,106.6819343
,Chi Lai,Ho Chi Minh City,,226000,houseware,10.79312878,106.6802998
Comics,Nhà sách Minh Khai,Ho Chi Minh City,,394000,books,10.76669198,106.683218
Accessory,Saigon Airport Plaza,Ho Chi Minh City,,285000,mall,10.81497625,106.6663269
Accessory,Saigon Mall Gò Vấp,Ho Chi Minh City,,135000,mall,10.83142802,106.6767572
Cosmetic,Big C Gò Vấp,Ho Chi Minh City,,297000,mall,10.82556843,106.6802246
Bottle of water,FamilyMart,Ho Chi Minh City,"Phan Chu Trinh, Vung Tau, 790000",372000,convenience,10.33756363,107.080306
Textbook,Nhà Sách Nguyễn Tất Thành,Ho Chi Minh City,,398000,books,10.76534708,106.7072758
Fish sauce,Co.opMart Tuy Lý Vương,Ho Chi Minh City,,92000,supermarket,10.7444003,106.655105
Snack pack,Siêu Thị Sala,Ho Chi Minh City,"2/8, Quốc lộ 13, Thủ Đức, Ho Chi Minh City",148000,supermarket,10.82229313,106.7142697
Crab,Chợ Cá Đất Đỏ,Ho Chi Minh City,,442000,seafood,10.48920086,107.2718102
Snack,Tiệm Bánh Mỹ Lợi,Ho Chi Minh City,"28B, Khu Phố Phước Thới, Huyện Đất Đỏ, 0643",88000,convenience,10.48957285,107.2713353
Accessory,Unknown Shop,Ho Chi Minh City,,273000,mall,10.93254801,106.7118735
Fashion item,Vincom Megamall Thảo Điền,Ho Chi Minh City,"159-161, Đường Võ Nguyên Giáp, Thành phố Thủ Đức",445000,mall,10.8023667,106.740878
Fabric softener,Unknown Shop,Ho Chi Minh City,,125000,laundry,10.80685592,106.7465979
Pack of rice,Unknown Shop,Ho Chi Minh City,,111000,supermarket,10.80681439,106.746727
Accessory,Vincom Plaza Quang Trung,Ho Chi Minh City,,279000,mall,10.82948093,106.6725577
Headphones,Siêu thị Điện Máy Xanh,Ho Chi Minh City,,82000,electronics,10.82863342,106.6750556
Cooking oil,Siêu thị Co.opmart Bình Tân,Ho Chi Minh City,"158, Đường số 19, Bình Tân, Hồ Chí Minh",204000,supermarket,10.7535464,106.6133923
Phone case,THẾ GIỚI DI ĐỘNG,Ho Chi Minh City,,332000,mobile_phone,10.76919453,106.6949872
Car battery,Toyota Bến Thành,Ho Chi Minh City,,158000,car_repair,10.76003607,106.6879395
,Unknown Shop,Ho Chi Minh City,,479000,yes,10.8801636,106.7942535
,Vãng Sanh Đường,Ho Chi Minh City,,304000,funeral_directors,10.7904953,106.6828925
Wiper blade,Head Nhut Thanh,Ho Chi Minh City,,496000,car_repair,10.81213068,106.5773919
Cooking oil,Big C,Ho Chi Minh City,"555B, Đại lộ Bình Dương, Thành phố Thủ Dầu Một",219000,supermarket,10.98698992,106.6643634
Sculpture,Binh Duong Square,Ho Chi Minh City,,316000,department_store,10.98445724,106.6671026
Accessory,Unknown Shop,Ho Chi Minh City,,196000,mall,10.96316522,106.6874565
Cooking oil,Metro Cash and Carry,Ho Chi Minh City,,462000,supermarket,10.96299582,106.6870842
Seat cover,Hyundai,Ho Chi Minh City,,288000,car,10.96698296,106.6828575
Jacket,Viettien,Ho Chi Minh City,,134000,clothes,10.78697941,106.6647488
Jeans,C-One,Ho Chi Minh City,,85000,clothes,10.78743525,106.663927
Backpack,Sakos bags,Ho Chi Minh City,,345000,bag,10.78748222,106.6638026
,Unknown Shop,Ho Chi Minh City,,456000,tailor,10.78709165,106.6640478
,Au Lac,Ho Chi Minh City,,170000,yes,10.78711665,106.6639336
Earrings,Tiem Vang,Ho Chi Minh City,,232000,jewelry,10.78932787,106.6604711
Fashion item,ÆON MALL Bình Tân,Ho Chi Minh City,"1, Đường số 17A, Bình Tân, Thành phố Hồ Chí Minh",339000,mall,10.7426754,106.6119338
Novel,Nhà Sách Phương Nam,Ho Chi Minh City,,244000,books,10.82911572,106.6782276
Accessory,Unknown Shop,Ho Chi Minh City,,223000,mall,10.82983366,106.6777929
Phone case,TheGioiDiDong,Ho Chi Minh City,,102000,mobile_phone,10.78584132,106.6670461
,Phuong Si Clothing,Ho Chi Minh City,,215000,yes,10.78763977,106.6641531
Bluetooth speaker,Điện Máy Thiên Hòa Quận 10,Ho Chi Minh City,,114000,electronics,10.77783356,106.6806645
Cooking oil,WinMart,Ho Chi Minh City,"3 Tháng 2, 10, Ho Chi Minh City",126000,supermarket,10.77634453,106.6808332
Cooking oil,Unknown Shop,Ho Chi Minh City,,485000,supermarket,10.7702928,106.6291439
Cooking oil,Siêu thị Đại Gia Hỷ,Ho Chi Minh City,"Lê Văn Quới, Bình Tân, Hồ Chí Minh",259000,supermarket,10.77475555,106.6190716
,Spectacles shop,Ho Chi Minh City,,468000,yes,10.79143413,106.661812
,Cements & Sand Supplies,Ho Chi Minh City,,382000,doityourself,10.78450183,106.6623262
Cooking oil,Co.op Mart Cần Giờ,Ho Chi Minh City,,348000,supermarket,10.4125909,106.9678169
Textbook,Nhà sách Nguyễn Văn Cừ - Cây Gõ,Ho Chi Minh City,"Đường Hồng Bàng, 6, Ho Chi Minh City",251000,books,10.7539706,106.6427824
Canvas art,Lotte Department Store,Ho Chi Minh City,,103000,department_store,10.90528536,106.7112927
Perfume,Ae-Ri Nailroom,Ho Chi Minh City,"10, Nguyễn Văn Tráng",288000,beauty,10.77041175,106.6921993
Comics,Nhà Sách Văn Lang,Ho Chi Minh City,,269000,books,10.80015206,106.696702
Cosmetic,Vạn Hạnh Mall,Ho Chi Minh City,"11, Sư Vạn Hạnh, Quận 10",110000,mall,10.77053633,106.6695637
Seat cover,Mazda,Ho Chi Minh City,,121000,car,10.48838156,107.172436
Cosmetic,KNG Outlet Mall,Ho Chi Minh City,,356000,mall,10.58904255,107.0562606
Headphones,NguyenKim Bà Rịa,Ho Chi Minh City,,457000,electronics,10.49809448,107.1630973
Wiper blade,Unknown Shop,Ho Chi Minh City,,460000,car,10.37516139,107.0904453
,Triều Hải,Ho Chi Minh City,"105-107, Lý Thái Tổ",87000,tyres,10.76729942,106.6751549
T-shirt,Thảo Care Lingerie,Ho Chi Minh City,"22, Đồ Chiểu",96000,clothes,10.34907624,107.077399
Hairbrush,Bình,Ho Chi Minh City,"10, Đồ Chiểu",52000,hairdresser,10.34900141,107.077223
,A Tỷ,Ho Chi Minh City,"6, Đồ Chiểu",76000,pastry,10.34897246,107.0771527
Accessory,TTTM RomeA,Ho Chi Minh City,,115000,mall,10.77804189,106.6901068
Whiskey,The Aven,Ho Chi Minh City,"129, Đường Thống Nhất, Thủ Đức, Thành phố Thủ Đức, 70000",346000,alcohol,10.8481669,106.7712332
Wiper blade,Mazda Bình Triệu,Ho Chi Minh City,"127, Quốc lộ 13, Thành phố Thủ Đức, Phường Hiệp Bình Chánh",195000,car,10.83058802,106.7137159
Fish sauce,Siêu thị Điện máy XANH,Ho Chi Minh City,"137, Quốc lộ 13, Thành phố Thủ Đức, Phường Hiệp Bình Chánh",152000,supermarket,10.83133738,106.7137372
Wiper blade,KIA Bình Triệu,Ho Chi Minh City,"153, Quốc lộ 13, Thành phố Thủ Đức, Phường Hiệp Bình Chánh",495000,car,10.83248195,106.7136668
Pack of rice,Siêu thị Co.opMart Bình Triệu,Ho Chi Minh City,"Thành phố Thủ Đức, Phường Hiệp Bình Chánh",405000,supermarket,10.83273099,106.7155228
Pack of rice,Điện máy Gia Thành,Ho Chi Minh City,"975, Trần Hưng Đạo, TP. Hồ Chí Minh",108000,supermarket,10.75375921,106.676712
Wiper blade,Toyota Bình Dương,Ho Chi Minh City,,397000,car,11.0491522,106.6809879
Seat cover,Toyota Bình Dương,Ho Chi Minh City,,319000,car,11.0491522,106.6809879
Cosmetic,SALA Shopping Mall Thiso mall,Ho Chi Minh City,"10 Đ, Mai Chí Thọ, Quận 2, Thành phố Hồ Chí Minh, 70000",302000,mall,10.77209275,106.7219101
Snack pack,Chợ Tân Phước Khánh,Ho Chi Minh City,,429000,supermarket,11.00449304,106.7199889
,Electrical & Plumbing Supply Store,Ho Chi Minh City,,459000,doityourself,10.7828558,106.6607795
Comics,Nhà Sách Lý Thái Tổ,Ho Chi Minh City,,352000,books,10.74701573,106.6608955
Perfume,Unknown Shop,Ho Chi Minh City,,289000,beauty,10.78943107,106.6644069
Accessory,Giga Mall Phạm Văn Đồng,Ho Chi Minh City,"Phạm Văn Đồng, Thủ Đức, Hồ Chí Minh",407000,mall,10.82772296,106.7217458
Eraser,haid salon Việt á,Ho Chi Minh City,"72, Đình Phong Phú, quận 9, Phường Tăng Nhơn Phú A",274000,stationery,10.83935717,106.7800862
Wooden chair,Nội thất Go Home - Gò Vấp,Ho Chi Minh City,"86, Nguyễn Thái Sơn, Gò Vấp, Ho Chi Minh City, 71409",300000,furniture,10.8159087,106.6803374
Soft drink,FamilyMart,Ho Chi Minh City,,475000,convenience,10.7925803,106.6798749
,Nhà tang lễ Quận 4,Ho Chi Minh City,,494000,funeral_directors,10.75411044,106.7182592
Fashion item,Centre Mall Phạm Hùng,Ho Chi Minh City,"C6/27, Phạm Hùng, Bình Chánh",448000,mall,10.73362199,106.6745962
Snack pack,SatraFoods,Ho Chi Minh City,"312, Đường Nguyễn Thị Đinh, TP. Thủ Đức, TP. Hồ Chí Minh",254000,supermarket,10.78279637,106.7586139
Snack,Bách Hóa XANH,Ho Chi Minh City,,58000,convenience,10.73605461,106.6389517
,Unknown Shop,Ho Chi Minh City,"304, Đường Nguyễn Thị Đinh, TP. Thủ Đức, TP. Hồ Chí Minh",472000,curtain,10.78292809,106.7584142
Hairbrush,hớt tóc Trúc Phương,Ho Chi Minh City,"304, Đường Nguyễn Thị Đinh, TP. Thủ Đức, TP. Hồ Chí Minh",89000,hairdresser,10.78290597,106.7584513
,Fiditour Travel,Ho Chi Minh City,,315000,travel_agency,10.77440935,106.7027577
Bluetooth speaker,Trung tâm bảo hành Sony,Ho Chi Minh City,"159 - 161 - 163, Đường Quang Trung, Quận Gò Vấp, Tp. Hồ Chí Minh",188000,electronics,10.82798573,106.6748597
Fish,Cửa hàng hải sản Thiên Phúc,Ho Chi Minh City,"193, Trần Phú, Thành phố Vũng Tàu",306000,seafood,10.38254827,107.0658532
Instant noodles,Cửa hàng tạp hóa Thiên Hà,Ho Chi Minh City,"191, Trần Phú, Thành phố Vũng Tàu",228000,convenience,10.38263655,107.0658637
Soft drink,Cửa hàng tạp hóa Diễm Trâm,Ho Chi Minh City,"197, Trần Phú, Thành phố Vũng Tàu",147000,convenience,10.3823926,107.0659595
Bottle of water,Cửa hàng tạp hóa Hiệp Hòa,Ho Chi Minh City,"201, Trần Phú, Thành phố Vũng Tàu",160000,convenience,10.38223651,107.0661698
Seat cover,Vinfast,Ho Chi Minh City,Đường Kinh Dương Vương,469000,car,10.73981625,106.6161349
Snack,VinMart+,Ho Chi Minh City,Đường Hoàng Thiều Hoa,381000,convenience,10.77247888,106.6286105
Snack,WinMart+,Ho Chi Minh City,Đường Tuệ Tĩnh,351000,convenience,10.7640955,106.6540293
,Long Bình,Ho Chi Minh City,Đường Nguyễn Xiển,358000,gas,10.86823174,106.8389404
Cosmetic,Trung Tâm Thương Mại Estella,Ho Chi Minh City,,58000,mall,10.80175945,106.748572
Cosmetic,Cantavil Mall,Ho Chi Minh City,,139000,mall,10.80145544,106.7469576
,Unknown Shop,Ho Chi Minh City,,265000,yes,10.86927194,106.7876618
Jacket,Cửa Hàng Thời Trang Fukuya,Ho Chi Minh City,"482/43G/11, Nơ Trang Long, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 700000",263000,clothes,10.82011043,106.7071936
Shorts,WEDDINGBOOK SAIGON,Ho Chi Minh City,"583, Sư Vạn Hạnh, 10, TP.Hồ Chí Minh",332000,clothes,10.77707873,106.6657102
Sunflower,Sala Flower,Ho Chi Minh City,,399000,florist,10.77125318,106.7252245
Seat cover,Hiroshima Toyota,Ho Chi Minh City,,286000,car,10.79668217,106.7208026
Wiper blade,Honda,Ho Chi Minh City,,115000,car,10.80140415,106.7540517
Perfume,Unknown Shop,Ho Chi Minh City,,243000,beauty,10.3865,107.259354
Headphones,Điện Máy Xanh,Ho Chi Minh City,,231000,electronics,10.49180119,107.1731992
Tire,Yamaha,Ho Chi Minh City,,316000,motorcycle,10.49458659,107.1753361
Tire,SYM,Ho Chi Minh City,,364000,motorcycle,10.49467198,107.1750069
,Nhà Tang lễ Bà Rịa,Ho Chi Minh City,,490000,funeral_directors,10.50711301,107.160337
Power bank,Điện Máy Xanh,Ho Chi Minh City,,280000,electronics,10.56532611,107.4231629
Fish sauce,Bách Hoá Xanh,Ho Chi Minh City,,236000,supermarket,10.56498075,107.4230559
Car battery,Ford Sài Gòn - Phổ Quang,Ho Chi Minh City,"104, Phổ Quang, Tân Bình, Thành phố Hồ Chí Minh",446000,car,10.80819341,106.6708686
Snack pack,Co.opmart Rạch Miễu,Ho Chi Minh City,"48, Hoa Sứ, Phú Nhuận, Ho Chi Minh City",141000,supermarket,10.79890698,106.6891732
Fish sauce,Cửa hàng Bình ổn giá,Ho Chi Minh City,,366000,supermarket,8.683706483,106.6053814
Camera,Em Studio,Ho Chi Minh City,"A1/1, Ấp 1, Quốc lộ 50, Bình Chánh, Hồ Chí Minh, 71812",110000,photo,10.68956186,106.6539214
Fish sauce,Unknown Shop,Ho Chi Minh City,,67000,supermarket,10.77026196,106.6293403
,Unknown Shop,Ho Chi Minh City,,171000,kiosk,10.50041064,107.4771463
Snack,FamilyMart,Ho Chi Minh City,,275000,convenience,11.05901855,106.683583
Textbook,Nhà sách Nguyễn An Ninh,Ho Chi Minh City,,153000,books,10.37035589,107.078557
Car battery,Honda,Ho Chi Minh City,,351000,car,10.49842796,107.1595277
Snack,Canteen Nhà sáng tác,Ho Chi Minh City,,247000,convenience,10.34111364,107.0931764
Bottle of water,Family Mart,Ho Chi Minh City,,176000,convenience,10.33897585,107.091744
Motorbike helmet,Dohaco 1,Ho Chi Minh City,,442000,motorcycle,10.34945612,107.0854223
Seat cover,Garage Tuấn Tú,Ho Chi Minh City,,488000,car_repair,10.3565759,107.0962099
Table,Tiến Thắng,Ho Chi Minh City,Nam Kỳ Khởi Nghĩa,356000,furniture,10.35014257,107.0863772
Phone case,Thegioididong,Ho Chi Minh City,,408000,mobile_phone,10.3995076,107.1171244
Textbook,Nhà sách Lê Quý Đôn,Ho Chi Minh City,,456000,books,10.34647214,107.0759404
,Hoa Mai,Ho Chi Minh City,,70000,travel_agency,10.34849653,107.0751128
Souvenir,Đại Dương,Ho Chi Minh City,,183000,gift,10.34854405,107.0752329
Novel,Trung tâm Sách & Văn hoá phẩm,Ho Chi Minh City,,160000,books,10.34782958,107.0748833
Glasses frame,Unknown Shop,Ho Chi Minh City,,331000,optician,10.41412657,107.2010014
Pack of rice,Xường công nghệ cao,Ho Chi Minh City,"16/3 KP4, An Phú Đông 10, Phường An Phú Đông, 70000",99000,supermarket,10.85584121,106.6966203
Jacket,Khadi Sanah,Ho Chi Minh City,,464000,clothes,10.77191325,106.6967516
Cosmetic,Trung tâm mua sắm Saigon Centre,Ho Chi Minh City,,237000,mall,10.7729519,106.7006713
Fashion item,Unknown Shop,Ho Chi Minh City,,452000,mall,10.77358255,106.7009622
Cosmetic,Unknown Shop,Ho Chi Minh City,,165000,mall,10.77354794,106.7009742
Accessory,Toà Nhà Saigon Centre,Ho Chi Minh City,"65, Lê Lợi, 71006",54000,mall,10.77320218,106.7008704
Fashion item,Chợ Dân Sinh,Ho Chi Minh City,,196000,mall,10.76660481,106.6981135
,Nguyễn Giang,Ho Chi Minh City,,444000,doityourself,10.76670933,106.6974758
Accessory,Unknown Shop,Ho Chi Minh City,,436000,mall,10.77315155,106.7005716
Tire,Honda Linh Hoàng Thịnh,Ho Chi Minh City,,204000,motorcycle,10.53440035,107.3961331
Brake lever,Yamaha 3S,Ho Chi Minh City,,217000,motorcycle,10.53435715,107.3958847
Wiper blade,Toyota Đông Sài Gòn,Ho Chi Minh City,"507, Xa Lộ Hà Nội, Phường An Phú, 700000",408000,car,10.81020226,106.7554172
,Cửa Hàng Sữa Vinamilk,Ho Chi Minh City,"275, Đường Quang Trung, Quận Gò Vấp, Ho Chi Minh City",70000,yes,10.82889375,106.6725592
Orchid,Cửa Hàng Hoa 7 Ngày,Ho Chi Minh City,"43/1b, Đường Thành Thái, quận 10, Ho Chi Minh City",386000,florist,10.77166628,106.6653223
Orchid,Unknown Shop,Ho Chi Minh City,,144000,florist,10.79151094,106.69537
Flower bouquet,Cửa hàng hoa FlowerLine,Ho Chi Minh City,"14D, Võ Thị Sáu, Đakao, Thành phố Hồ Chí Minh",313000,florist,10.7913076,106.6951419
Snack pack,Siêu thị 621,Ho Chi Minh City,,263000,supermarket,10.87381574,106.8080775
Skincare cream,Villa Aesthetica Cosmedi Clinic - Spa,Ho Chi Minh City,,431000,beauty,10.80478483,106.7358803
,Unknown Shop,Ho Chi Minh City,,140000,yes,10.80980465,106.7312826
,CongAn P6,Ho Chi Minh City,,124000,military_surplus,10.79150449,106.6614976
Comics,Nhà sách FAHASA Cây Gõ,Ho Chi Minh City,"146, Đường Minh Phụng, Quận 6",155000,books,10.75107948,106.642918
Croissant,Vy bakery,Ho Chi Minh City,"23, Huynh Van Banh, Ho Chi Minh City",118000,bakery,10.78846979,106.6783893
Skirt,Shop Quần Áo An An,Ho Chi Minh City,,435000,clothes,10.78818897,106.6783953
Smartphone,VN mobile,Ho Chi Minh City,Thành phố Hồ Chí Minh,151000,mobile_phone,10.78866295,106.6783351
,Cozy Break,Ho Chi Minh City,"Lê Văn Sỹ, Thành phố Hồ Chí Minh",355000,kiosk,10.78697041,106.6803789
,Cozy Pastry,Ho Chi Minh City,"Lê Văn Sỹ, Thành phố Hồ Chí Minh",149000,pastry,10.78698065,106.6802959
Fish sauce,Co.opmart Huỳnh Tấn Phát,Ho Chi Minh City,"1362, Huỳnh Tấn Phát, Quận 7, Phường Phú Mỹ",357000,supermarket,10.71218955,106.7363047
Cake,Bean Bakery - The Home made Bakery,Ho Chi Minh City,"NL 12, Ngan Long Villas, Nguyen Huu Tho street, Nha Be communce, Ho Chi Minh city, 700000",486000,bakery,10.7192365,106.7025829
Snack pack,Unknown Shop,Ho Chi Minh City,"Đường Nguyễn Thị Đinh, TP. Thủ Đức, TP. Hồ Chí Minh",88000,supermarket,10.78004164,106.7627749
Fish sauce,Unknown Shop,Ho Chi Minh City,"Đường Nguyễn Thị Đinh, TP. Thủ Đức, TP. Hồ Chí Minh",300000,supermarket,10.78040119,106.762541
Cooking oil,Siêu thị Bách hóa XANH,Ho Chi Minh City,"152, Đường Nguyễn Thị Đinh, TP. Thủ Đức, TP Hồ Chính Minh",161000,supermarket,10.78799647,106.7552378
Bottle of water,FamilyMart,Ho Chi Minh City,,311000,convenience,10.82744451,106.6265353
Brake lever,Cửa Hàng Honda Head Phát Tiến,Ho Chi Minh City,,264000,motorcycle,10.80087339,106.7109148
Dress,Cửa Hàng Thời Trang Việt Tiến,Ho Chi Minh City,,170000,clothes,10.80015301,106.6612552
Skincare cream,Viện Thẩm Mỹ Belas,Ho Chi Minh City,,123000,beauty,10.7928262,106.6905777
Cooking oil,Co.opmart Hậu Giang,Ho Chi Minh City,"188, Hậu Giang, Quận 6, Phường 6",313000,supermarket,10.75023334,106.6430732
Novel,Hikaru shop,Ho Chi Minh City,"O4E, Trường Sơn, Quận 10, Ho Chi Minh City, 700000",366000,books,10.78164319,106.6632518
Bluetooth speaker,Siêu Thị Điện Máy Nội Thất Chợ Lớn,Ho Chi Minh City,"590, Cách Mạng Tháng 8, Quận 3",295000,electronics,10.78635755,106.6663425
Wiper blade,Unknown Shop,Ho Chi Minh City,"73, Võ Văn Kiệt, Bình Tân, Phường An Lạc",126000,car,10.71969215,106.6077324
,In Photocopy,Ho Chi Minh City,,373000,copyshop,10.85748815,106.7617714
Soft drink,Winmart+,Ho Chi Minh City,,286000,convenience,10.8652071,106.7620966
Cosmetic,Vincom Mega Mall,Ho Chi Minh City,,95000,mall,10.84323263,106.8428047
Instant noodles,GS25,Ho Chi Minh City,"262, Đường Khánh Hội, 4",467000,convenience,10.75963384,106.6987319
Fish sauce,Co.opmart Thắng Lợi,Ho Chi Minh City,"Trường Chinh, Quận Tân Phú",183000,supermarket,10.81818204,106.6307194
Road bike,4BRO BIKES WORKSHOP,Ho Chi Minh City,"199/25, Hẻm 199 Lê Quang Sung, Quận 6, Ho Chi Minh City, 700000",130000,bicycle,10.75064585,106.6450129
Fashion item,Pico Plaza,Ho Chi Minh City,,478000,mall,10.80072108,106.6532232
Seat cover,Jaguar,Ho Chi Minh City,,484000,car,10.78761436,106.6852134
Seat cover,Audi,Ho Chi Minh City,,90000,car,10.78508514,106.70364
Snack pack,Nhà Sách Basao Stationery,Ho Chi Minh City,"14, Đường Trần Quang Long, Bình Thạnh, Ho Chi Minh City, 700000",118000,supermarket,10.79058454,106.7115922
Seat cover,Thaco Dĩ An,Ho Chi Minh City,"40C, Quốc lộ 1, Thành phố Dĩ An",385000,car,10.88631082,106.8172291
Sculpture,Unknown Shop,Ho Chi Minh City,,495000,car_parts,10.87881285,106.7535392
Textbook,Nhà sách Hải An,Ho Chi Minh City,,98000,books,10.7905533,106.7048615
Cosmetic,AEON Mall Thành Phố Mới,Ho Chi Minh City,,315000,mall,11.04517458,106.6788512
,Unknown Shop,Ho Chi Minh City,,422000,ticket,10.40710996,106.8958296
,Nhà tang lễ Thành phố Thủ Dầu Một,Ho Chi Minh City,,88000,funeral_directors,11.01678118,106.674842
,Tạp hóa Hồng Chín,Ho Chi Minh City,"đường số 24, Thành Phố Bà Rịa, Thành phố Bà Rịa, 78000",335000,variety_store,10.52842599,107.1703471
Snack pack,Co.opmart SCA Phạm Văn Chiêu,Ho Chi Minh City,"359, Đường Phạm Văn Chiêu, Gò Vấp, Phường 14",125000,supermarket,10.85118897,106.6535288
Fish sauce,GO! Phú Thạnh,Ho Chi Minh City,"212, Thoại Ngọc Hầu, Tân Phú, Phường Phú Thạnh",228000,supermarket,10.78036018,106.6314729
Snack pack,Co.op Food KDC Thanh Niên,Ho Chi Minh City,"1, Đường Số 2, Thủ Đức, Phường Hiệp Bình Phước",470000,supermarket,10.84722485,106.7231871
Accessory,Parc Mall,Ho Chi Minh City,"547-549, Tạ Quang Bửu, 8",448000,mall,10.74073177,106.6791292
Car battery,Tiệm sửa xe Hợp Phát,Ho Chi Minh City,,122000,car_repair,10.78906711,106.6506204
Seat cover,Tiệm sửa xe Đức Lợi,Ho Chi Minh City,,407000,car_repair,10.78942665,106.6509398
,Unknown Shop,Ho Chi Minh City,,55000,ticket,10.77915865,106.6925326
Soft drink,Ministop,Ho Chi Minh City,,354000,convenience,10.79555512,106.7072827
,Unknown Shop,Ho Chi Minh City,,252000,ticket,10.7777135,106.6967558
Instant noodles,USAMua Express - Vận Chuyển Quốc Tế,Ho Chi Minh City,"2770A, Đường Phạm Thế Hiển, 8, Ho Chi Minh City, 73000",368000,convenience,10.71984096,106.6337425
Pack of rice,GO! Nguyễn Thị Thập,Ho Chi Minh City,"99, Nguyễn Thị Thập, Quận 7, Phường Tân Phú",182000,supermarket,10.73721974,106.7254907
,Nhà tang lễ Quận 7,Ho Chi Minh City,"Đường Huỳnh Tấn Phát, Quận 7, Phường Bình Thuận",146000,funeral_directors,10.74106765,106.7297238
Fish sauce,Co.opmart Nguyễn Bình,Ho Chi Minh City,"Nguyễn Bình, Nhà Bè, Xã Phú Xuân",166000,supermarket,10.67365108,106.7360513
Snack pack,Emart Phan Huy Ích,Ho Chi Minh City,"385, Đường Phan Huy Ích, Gò Vấp, Phường 14",412000,supermarket,10.84192313,106.6372389
Painting,Lotte Department Store,Ho Chi Minh City,"Quận Gò Vấp, Phường 10",496000,department_store,10.83791656,106.6712976
Car battery,Peugeot Bình Tân,Ho Chi Minh City,"75, Võ Văn Kiệt, Bình Tân, Phường An Lạc, 700000",433000,car,10.71925139,106.6065911
,Nhà Tang lễ Thành phố,Ho Chi Minh City,"949, Quốc lộ 1, Bình Tân, Phường An Lạc",250000,funeral_directors,10.71877969,106.6027021
Wiper blade,Unknown Shop,Ho Chi Minh City,"Gò Vấp, Phường 14",463000,car,10.8427545,106.6377473
Fish sauce,Co-opmart Đỗ Văn Dậy,Ho Chi Minh City,"18, Đường Đỗ Văn Dậy, Huyện Hóc Môn, Xã Tân Hiệp",427000,supermarket,10.89401647,106.5987079
Pack of rice,Co-opmart Tô Ký,Ho Chi Minh City,"557, Tô Ký, Quận 12, Phường Trung Mỹ Tây",403000,supermarket,10.85963198,106.6172824
Fish sauce,Unknown Shop,Ho Chi Minh City,,59000,supermarket,10.877753,106.6399752
Pack of rice,MM Food Service Hưng Phú,Ho Chi Minh City,"Đường Kha Vạn Cân, Thành phố Thủ Đức, Phường Linh Đông",334000,supermarket,10.84141193,106.7455651
Vitamin pack,Pharmacity,Ho Chi Minh City,,373000,pharmacy,10.35237093,107.0874708
Necklace,PNJ,Ho Chi Minh City,,421000,jewelry,10.3524927,107.0875455
Cooking oil,Bách Hóa XANH,Ho Chi Minh City,"1, Nguyễn Bỉnh Khiêm",136000,supermarket,10.3404264,107.0814028
Fish sauce,Kien Thuc,Ho Chi Minh City,,383000,supermarket,10.3408971,107.0841122
Cake,Masimize,Ho Chi Minh City,"382, Trương Công Định",362000,bakery,10.35868891,107.0869916
,Unknown Shop,Ho Chi Minh City,"89, Xô Viết Nghệ Tĩnh",155000,copyshop,10.34427345,107.0851105
,Shoesach,Ho Chi Minh City,"70/1A, Đường Trần Ðình Xu, Quận 1, Ho Chi Minh City, 700000",301000,shoe_repair,10.7608669,106.6914959
,Uyên Sửa Quần Áo,Ho Chi Minh City,,271000,tailor,10.7640344,106.6702152
,Nhà Tang lễ Thành phố Vũng Tàu,Ho Chi Minh City,,338000,funeral_directors,10.39829008,107.1246613
Screwdriver,Tôn Hoa Sen,Ho Chi Minh City,,343000,hardware,10.88958445,106.7779145
,Bách Hoá Xanh,Ho Chi Minh City,"2, Đường số 16",116000,general,10.78209886,106.6049467
Bottle of water,Circle K,Ho Chi Minh City,,444000,convenience,10.73254932,106.7083072
Seat cover,Unknown Shop,Ho Chi Minh City,,71000,car_repair,10.83080565,106.698088
Bottle of water,Unknown Shop,Ho Chi Minh City,,382000,convenience,10.82827304,106.7032363
Wiper blade,Unknown Shop,Ho Chi Minh City,"102, Đường Số 2",223000,car_repair,10.733934,106.7074083
Fashion item,Satra Centre Mall,Ho Chi Minh City,"Đường Võ Văn Kiệt, Quận 6, Ho Chi Minh City",223000,mall,10.74368042,106.6483499
Tire,Tiệm sửa xe Thế Hải,Ho Chi Minh City,"R4-83, Nội Khu Hưng Gia 3",218000,motorcycle_repair,10.73231003,106.7092819
Cooking oil,Co.opMart Phú Lâm,Ho Chi Minh City,"6, Bà Hom, Quận 6, Phường 14",291000,supermarket,10.75452605,106.6336273
Fish sauce,Coopmart,Ho Chi Minh City,"191, Đường Quang Trung, Thành phố Thủ Đức",348000,supermarket,10.84808687,106.7741574
Cooking oil,WinMart,Ho Chi Minh City,,228000,supermarket,10.73209922,106.7061278
