province,shop_name,city,address,category,lat,lon
Quang Nam,Lantern Workplace and Workshops,,Cửa Đại,gift,15.8806139,108.3384782
Quang Nam,YALY,,Trần Phú,,15.8773003,108.33027
Quang Nam,Ringô Leather suede,,Trần Phú,,15.8772198,108.3298701
Quang Nam,khu du lịch nước mát,,,,15.6904862,108.1635625
Quang Nam,,,,clothes,15.8774163,108.3327806
Quang Nam,Eli,,Tran Hung Dao,,15.8797692,108.327281
Quang Nam,Ha Na,,,,15.8797912,108.327242
Quang Nam,Amart,Hội An,Hai Bà Trưng,convenience,15.8777563,108.3268351
Quang Nam,A mart,,,convenience,15.8962194,108.3642051
Quang Nam,,,Hai Bà Trưng,,15.8813915,108.3262161
Quang Nam,Hoang Dung Martial Arts Club,Hội An,Nguyễn Trường Tộ,,15.8849411,108.3306176
Quang Nam,,,Cua Dai,,15.8799302,108.3375251
Quang Nam,Kimmy,Hội An,Trần Hưng Đạo,,15.8800452,108.3268657
Quang Nam,Tie and Bow Tie,,Trần Phú,,15.8771599,108.3274461
Quang Nam,Yaly Couture,,,,15.8765477,108.3292428
Quang Nam,Be Be II Tailor,,Phan Châu Trinh,,15.8783924,108.3266783
Quang Nam,Hưng Đức Shop - Đồ dã ngoại,,Cửa Đại,outdoor,15.8811076,108.3419283
Quang Nam,Hưng Đức Shop - đồ dã ngoại,,Cửa Đại,outdoor,15.8807598,108.3419305
Quang Nam,,,,,15.8772082,108.3286808
Quang Nam,An,,Nguyễn Thái Học,,15.8765627,108.3287661
Quang Nam,,,,art,15.8771458,108.3294928
Quang Nam,Cloth Shop Su,,,,15.8799619,108.3274312
Quang Nam,Hoi An Old Town,,,,15.8779509,108.3239898
Quang Nam,,,Trần Hưng Đạo,,15.879944,108.3282272
Quang Nam,,,Nguyễn Thái Học,clothes,15.8765802,108.3285609
Quang Nam,Remy is the absolute best,,,,15.8799019,108.3375334
Quang Nam,Tailor Phuongnam,,Trần Phú,,15.8775172,108.3320202
Quang Nam,A Dong Silk,,Trần Hưng Đạo,,15.8799858,108.3270459
Quang Nam,,,Phan Châu Trinh,,15.8784237,108.3306086
Quang Nam,,,Trần Hưng Đạo,,15.8800895,108.3268836
Quang Nam,Thu's house,,,,15.8878852,108.1118451
Quang Nam,Long Vy,,,gift,15.8784892,108.3313798
Quang Nam,Michael Mini Mart,,Thái Phiên,convenience,15.881793,108.3280884
Quang Nam,,,Lê Lợi,,15.8766992,108.3288647
Quang Nam,Amy Custom Talor,,Cửa Đại,,15.8795951,108.3368048
Quang Nam,"Motobike repair, rent and sale",,Cua Dai,car_parts,15.8883274,108.3526168
Quang Nam,Dai Duong,,,,15.8765608,108.3284741
Quang Nam,Kimono,,Trần Phú,clothes,15.8771699,108.3276192
Quang Nam,,,Trần Hưng Đạo,,15.8799895,108.3255041
Quang Nam,,,,,15.8797441,108.3285673
Quang Nam,Art Gallery Studio,,,art,15.8775959,108.3359664
Quang Nam,mini mart minh huyen,,Cửa Đại,convenience,15.880411,108.341347
Quang Nam,mini mart Hong,,Cửa Đại,convenience,15.8914454,108.3751054
Quang Nam,bến cảng cửa đại,,,,15.8786493,108.3882531
Quang Nam,anna cloth shop,,Nguyễn Duy Hiệu,,15.8780672,108.3351803
Quang Nam,,,Nguyễn Thái Học,,15.8765735,108.329768
Quang Nam,,,,,15.8772495,108.3315181
Quang Nam,,,,car_parts,15.8803135,108.3247855
Quang Nam,Minimart Nhân Nguyễn,,,convenience,15.890266,108.3290135
Quang Nam,Mini Mart Bích Cẩm,,Cửa Đại,convenience,15.8820387,108.3456024
Quang Nam,,,,clothes,15.8766345,108.3304148
Quang Nam,,,Cửa Đại,,15.879695,108.3371422
Quang Nam,Simon the Tailor,Hội An,Phan Đình Phùng,clothes,15.8882589,108.3296282
Quang Nam,,,,clothes,15.8780253,108.3346567
Quang Nam,41 Tailor,,,,15.877297,108.3326002
Quang Nam,Miuk style,,,clothes,15.8825289,108.324949
Quang Nam,"Surprise, 35",,,clothes,15.8797202,108.3308548
Quang Nam,,,,,15.877652,108.3262397
Quang Nam,,,,clothes,15.8777179,108.3262407
Quang Nam,,,,clothes,15.8841187,108.3821798
Quang Nam,Chợ Điện Dương mới,,,,15.9215858,108.3005673
Quang Nam,Tượng đài Bà Mẹ Việt Nam Anh Hùng,,,,15.5839015,108.5108256
Quang Nam,Lotus Leaf Fine Arts & Jewellery,Hội An,Bạch Đằng,jewelry,15.877062,108.3321593
Quang Nam,,,Bạch Đằng,jewelry,15.8771106,108.3322478
Quang Nam,Art Gallery Alley,,,,15.8773051,108.3303466
Quang Nam,T.Mart,,,convenience,15.8872581,108.3293728
Quang Nam,FAIFOO,,Trần Hưng Đạo,,15.8799764,108.3273139
Quang Nam,min na clothes shop,,,clothes,15.8806017,108.326819
Quang Nam,Be Li,,Hai Bà Trưng,,15.8802083,108.3268862
Quang Nam,Hiệu Giày,,Cửa Đại,clothes,15.8800797,108.3383534
Quang Nam,Tailor Maya,,,,15.8771726,108.3289716
Quang Nam,,,Trần Phú,clothes,15.8776524,108.332285
Quang Nam,Siêu Thị Coopmart,,,supermarket,15.5734335,108.4844616
Quang Nam,,,Hai Bà Trưng,,15.88173,108.3253618
Quang Nam,,,,,15.8774546,108.3303704
Quang Nam,Hoi An Handicraft Workshop,,,art,15.8767136,108.3308734
Quang Nam,Le Le Cloth Shop,Hội An,Trần Hưng Đạo,department_store,15.8799838,108.3270879
Quang Nam,Eli ClothShop & Tailor,Hội An,Trần Hưng Đạo,department_store,15.8799835,108.3270926
Quang Nam,Shoping Mall,Hội An,Trần Hưng Đạo,department_store,15.8799817,108.327131
Quang Nam,Cloth Shop Kim Nhung,Hội An,Trần Hưng Đạo,convenience,15.8799524,108.3263714
Quang Nam,Nuni Cloth Shop And Tailor,Hội An,Trần Hưng Đạo,convenience,15.879954,108.326118
Quang Nam,Wild Orchid Hoi An;Nuni Cloth Shop And Tailor,Hội An,Trần Hưng Đạo,convenience,15.8800145,108.3258375
Quang Nam,BILL BEN TAILOR,Hội An,Trần Hưng Đạo,department_store,15.8797702,108.3277121
Quang Nam,Bi Bo Design,Hội An,Trần Hưng Đạo,department_store,15.8799402,108.3276881
Quang Nam,Blue Ms. Tam Tam,Hội An,Trần Hưng Đạo,department_store,15.8799424,108.3276506
Quang Nam,Cloth Shop Faifoo,Hội An,Trần Hưng Đạo,department_store,15.8799453,108.3276016
Quang Nam,Ha Na Tailor,Hội An,Trần Hưng Đạo,department_store,15.8799818,108.32739
Quang Nam,White Pearl Apartment,Hội An,Lý Thái Tổ,,15.8875368,108.3324889
Quang Nam,Nhan Store,,Hai Bà Trưng,clothes,15.8790587,108.3267851
Quang Nam,Ao Ba Ba,,,,15.8771519,108.3273471
Quang Nam,,,,clothes,15.879123,108.3287382
Quang Nam,Bến phà Tam Quang,,,,15.4718169,108.6810146
Quang Nam,Bến phà Tam Hải,,,,15.4746438,108.6798232
Quang Nam,Gingko,,,clothes,15.8771475,108.3272241
Quang Nam,Ca Li Custom Made Tailor,,Phan Bội Châu,,15.8771786,108.334983
Quang Nam,PNJ,,,jewelry,15.565279,108.494337
Quang Nam,Linh Chi,,,,15.8793547,108.3209426
Quang Nam,,,,clothes,15.8770574,108.3207159
Quang Nam,Hiệu vải Ba-Ri,,,clothes,15.8785093,108.3285906
Quang Nam,Hoàng Lô,,Trần Phú,clothes,15.87713,108.3266845
Quang Nam,Lấp lánh,,Lê Lợi,gift,15.8774468,108.3286844
Quang Nam,Ngọc đức,,Trần Phú,gift,15.8770215,108.3266907
Quang Nam,,,,gift,15.8777882,108.3268299
Quang Nam,Logo,,,gift,15.877118,108.3267862
Quang Nam,"681, phan chu trinh",,Hai Bà Trưng,gift,15.8776644,108.3268363
Quang Nam,Tú thủy,,,clothes,15.8784286,108.3268875
Quang Nam,Hào,,,clothes,15.8790165,108.3285014
Quang Nam,Tình cờ,,Trần Phú,gift,15.8771581,108.3274159
Quang Nam,Minh Nhi,,Trần Hưng Đạo,clothes,15.8798078,108.3275436
Quang Nam,Loan tân,,Trần Phú,gift,15.8770691,108.3277937
Quang Nam,Amart,,Hai Bà Trưng,convenience,15.881445,108.3259167
Quang Nam,Hiệu vải Thống Phi,,Lê Lợi,gift,15.8786837,108.3285403
Quang Nam,nhà may sơn ca,,Trần Phú,clothes,15.8770619,108.3273973
Quang Nam,New world,,,clothes,15.8765614,108.3289136
Quang Nam,Me Xe Tailor,,Nguyễn Thái Học,clothes,15.8765633,108.328697
Quang Nam,Smart Garden Homestay,Hội An,Hùng Vương,,15.8798106,108.318913
Quang Nam,Ha Ha Art in Everything,,Trần Phú,gift,15.8770382,108.3263072
Quang Nam,,,,,15.8779737,108.3221254
Quang Nam,,,,,15.877043,108.3262645
Quang Nam,,,,clothes,15.8770912,108.3256682
Quang Nam,Than Tú,,,,15.8791224,108.3285891
Quang Nam,Cây nêu,,,,15.8839694,107.4958912
Quang Nam,,,,,15.8872709,107.4920113
Quang Nam,Bánh xe nước,,,,15.8868175,107.4920858
Quang Nam,,,,,15.8851045,107.4938815
Quang Nam,,,,,15.8847859,107.4942631
Quang Nam,Phố Hội Lantern workshop,,Nguyễn Duy Hiệu,art,15.8782127,108.3369602
Quang Nam,The Earth Villa,,,,15.8827523,108.3461086
Quang Nam,,,Trần Hưng Đạo,,15.8799681,108.3273225
Quang Nam,An Nam Shoes Shop,,Hai Bà Trưng,,15.8796541,108.3268472
Quang Nam,Phan Kim Chi Art Gallery,,Lê Lợi,,15.8774754,108.3285499
Quang Nam,Min Min Shop,,Phạm Phú Thứ,clothes,15.887788,108.2516157
Quang Nam,Chợ Đêm,Hội An,Nguyễn Hoàng,,15.8757772,108.3259285
Quang Nam,Bi Bi Silk,,,clothes,15.8784376,108.3283054
Quang Nam,Art Stamps,,,,15.877068,108.3288192
Quang Nam,,,,,15.8773381,108.328701
Quang Nam,Sô.Va Art Hand Embroidery,,Trần Phú,art,15.8770649,108.3279435
Quang Nam,,,,,15.8782503,108.3234844
Quang Nam,,,,,15.8886042,108.3300447
Quang Nam,,,18 Tháng 8,,15.8752292,108.3206763
Quang Nam,GanGaa Boutique & Tailoring,,Trần Cao Vân,,15.8824634,108.3276815
Quang Nam,,,,gift,15.8770414,108.3268904
Quang Nam,,,Nguyễn Thái Học,,15.8766475,108.3299159
Quang Nam,Nocturnal Artist,,Nguyễn Duy Hiệu,,15.8776188,108.3328555
Quang Nam,Réhahn Gallery,,Nguyễn Huệ,art,15.8779774,108.3313287
Quang Nam,Khôi Tailor,,Phan Châu Trinh,,15.8785567,108.3235012
Quang Nam,An An Mart,,Lý Thường Kiệt,supermarket,15.8837218,108.3267504
Quang Nam,Chợ Nam Phước market,Duy Xuyên,,,15.8434221,108.2808133
Quang Nam,Burger Craft,,,,15.8800775,108.3268795
Quang Nam,TyNa,,,clothes,15.876384,108.3323764
Quang Nam,Phố cổ Hội An,,,,15.8784139,108.3234141
Quang Nam,,,,gift,15.8772887,108.3298032
Quang Nam,WinMart+,Hội An,Hoàng Diệu,supermarket,15.8736324,108.3330591
Quang Nam,FPT Shop,,,mobile_phone,15.9353271,108.2547226
Quang Nam,VinMart+,,Đinh Tiên Hoàng,convenience,15.8853922,108.3290244
Quang Nam,,,,gift,15.8756211,108.3258107
Quang Nam,Bao An,,Nguyễn Duy Hiệu,,15.8780106,108.3351569
Quang Nam,,,Trần Hưng Đạo,art,15.8792288,108.3298632
Quang Nam,An Phước,,Phan Châu Trinh,clothes,15.5706515,108.4863311
Quang Nam,Magasin Vân,,,,15.8872885,108.3316994
Quang Nam,,,,,15.8770885,108.3206657
Quang Nam,Canali,,Trần Hưng Đạo,,15.8797949,108.3274192
Quang Nam,,,,,15.7899083,108.1077751
Quang Nam,,,,clothes,15.8766873,108.3305282
Quang Nam,Tap Hoa Long Minimart,,,convenience,15.9139078,108.336476
Quang Nam,,,,department_store,15.8766219,108.3272421
Quang Nam,Mini Mart,,,convenience,15.8799123,108.3246024
Quang Nam,VinMart+,,,convenience,15.8799168,108.3257484
Quang Nam,Hoi An Traditional Art Performance House,,,,15.8760742,108.3296451
Quang Nam,Quan Cao Lau Thanh noodle shop,,Thái Phiên,,15.8816934,108.3283862
Quang Nam,,,,,15.8809498,108.3264674
Quang Nam,Ceramics and lanterns,,,gift,15.8766001,108.3325382
Quang Nam,The Lantern Lady,,,art,15.8768911,108.3354847
Quang Nam,,,,gift,15.878487,108.3318013
Quang Nam,,,,,15.9135878,108.335558
Quang Nam,,,,gift,15.8770786,108.327658
Quang Nam,,,,clothes,15.8798429,108.3271601
Quang Nam,,,,clothes,15.8770957,108.3289412
Quang Nam,,,,clothes,15.8779003,108.3344028
Quang Nam,THÀNH SINH,,Nguyễn Duy Hiệu,,15.8780742,108.3355013
Quang Nam,WinMart+,,,convenience,15.8885105,108.3226657
Quang Nam,Workshop bamboo,,,variety_store,15.8453467,108.3331578
Quang Nam,Workshop Nattes,,,variety_store,15.8514443,108.3493282
Quang Nam,,,,gift,15.8764742,108.3311868
Quang Nam,45 Anh thu,,Hoàng Diệu,,15.8768899,108.3329589
Quang Nam,Chợ Đại Chánh,Đại Lộc,,,15.8059796,108.0402111
Quang Nam,Hoi An Heart Lodge,Hội An,Trần Cao Vân,,15.8808257,108.3272575
Quang Nam,Tượng chó Dòng họ Zơrâm,,,,15.8874611,107.4908654
Quang Nam,Chợ chiều 5 ngàn,,,,15.8857972,107.4906139
Quang Nam,Bến du thuyền Tiệm Rượu Chợ Củi Kẻ Thá,,,,15.8571121,108.2723191
Quang Nam,Đại lý Chuổi $ chị Vân,,,jewelry,15.8265112,108.2158267
Quang Nam,TASY STUDIO,Điện Bàn,36A,,15.9256934,108.2939032
Quang Nam,,,,,15.8752294,108.3390798
Quang Nam,,,,,15.8748014,108.3389259
Quang Nam,,,,,15.8747847,108.3387369
Quang Nam,,,,,15.8750504,108.3387154
Quang Nam,,,,,15.8861651,108.3207248
Quang Nam,Seoul Vua Mi Cay,,,clothes,15.8822989,108.3321691
Quang Nam,Winmart,,,supermarket,15.9323352,108.2546513
Quang Nam,,,Bạch Đằng,clothes,15.8761018,108.3291153
Quang Nam,Sunday in Hoi An,,,gift,15.8771753,108.3262871
Quang Nam,Art Space,,,,15.8773246,108.3357434
Quang Nam,VinMart+,,,convenience,15.881719,108.3489589
Quang Nam,huulala,,,boutique,15.8770566,108.3291954
Quang Nam,Daisu Silk,,,clothes,15.8765149,108.3297294
Quang Nam,Hart,,,gift,15.8765176,108.3297751
Quang Nam,Artbook,,,,15.8779723,108.326669
Quang Nam,722 Hai Bà Trưng,Hoi An,Hai Bà Trưng,gift,15.8782134,108.3266893
Quang Nam,,,,,15.8771628,108.3324782
Quang Nam,,,,,15.8800224,108.328733
Quang Nam,Old propaganda posters,,,art,15.8773577,108.3250026
Quang Nam,Tam Kim,,,gift,15.8766099,108.3311631
Quang Nam,,,,,15.8775199,108.3286828
Quang Nam,,,,clothes,15.8767518,108.3310411
Quang Nam,,,,clothes,15.8800167,108.3267923
Quang Nam,The Coffee Souvenir Shop,,,gift,15.8782195,108.3268152
Quang Nam,,,,art,15.8837292,108.3256694
Quang Nam,Quang Vinh Apartment and Hotel Hoi An,,"Lý Nam Đế, Sơn Phong, Hội An, Quảng Nam 560000",,15.88239,108.3337869
Quang Nam,,,"Trần Cao Vân
Hội An
Vietnam",antiques,15.8807731,108.3278383
Quang Nam,,,"01 Trần Phú, Chợ quần áo Hội An, Hội An, VN 560000",,15.8775043,108.3324047
Quang Nam,,,,,15.8796622,108.3428803
Quang Nam,Fruits and vegetables,,,,15.876183,108.3315667
Quang Nam,Produce,,,,15.891668,108.314232
Quang Nam,Anh Thư - Mini Mart,,,convenience,15.8882438,108.3224903
Quang Nam,,,,,15.864851,108.3243023
Quang Nam,WinMart+,,,supermarket,15.8912714,108.3137122
Quang Nam,Kim Hong Phuc Gold Shop,,Hoang Dieu,jewelry,15.8768224,108.3328827
Quang Nam,Nhu Thao,,Nguyễn Thái Học,clothes,15.8765975,108.3301795
Quang Nam,Thao Nha T&N,,Nguyễn Thái Học,clothes,15.8767036,108.3302107
Quang Nam,Nhat Kim,,Nguyễn Thái Học,clothes,15.8767035,108.3301719
Quang Nam,,,,,15.8751773,108.325737
Quang Nam,,,,,15.8795728,108.3285869
Quang Nam,Lady Buddha,,,,15.8920772,108.3236654
Quang Nam,Lady Buddha,,,,15.8886194,108.3269418
Quang Nam,Elephant,,,,15.8779055,108.3287514
Quang Nam,Elephant,,,,15.8778999,108.328805
Quang Nam,,,,,15.8825797,108.3293479
Quang Nam,,,,,15.8827277,108.3293926
Quang Nam,7 Bridges Hoi An Craft Beer Tap Room,,Trần Phú,,15.8775,108.3309387
Quang Nam,Hữu Nghị Mart,,Nguyễn Thị Minh Khai,convenience,15.8770688,108.325918
Quang Nam,Thy Ly Art Gallery,,Nguyễn Thị Minh Khai,art,15.8770646,108.3258465
Quang Nam,Minimart,,,convenience,15.913633,108.3391832
Quang Nam,Bean Tailor Shop,,Phan Bội Châu,tailor,15.8767456,108.3331398
Quang Nam,CSO Gallery,,Cua Dai,,15.8855958,108.3505685
Quang Nam,Siêu thị CoopMart Tam Kỳ,,,,15.5724283,108.4841421
Quang Nam,,,,,15.9133389,108.3360666
Quang Nam,Precious Heritage Art Gallery Museum,Hội An,Phan Bội Châu,,15.8771754,108.3342411
Quang Nam,,,,gift,15.768684,108.1194555
Quang Nam,La My Custom Tailor,,,,15.8799596,108.3274057
Quang Nam,Hung Dong coasters,,,,15.8773637,108.3303026
Quang Nam,Магазин запчастей для мотоциклов,,,car_parts,15.8798479,108.3518011
Quang Nam,Магазин запчастей для мотоциклов,,,car_parts,15.8792551,108.3214226
Quang Nam,Hanh Nga Mart,,,convenience,15.8848154,108.3300808
Quang Nam,The Blues,,,clothes,15.8822987,108.3318072
Quang Nam,Hiu Mart and Nu's Home baking,,,convenience,15.8799361,108.3259413
Quang Nam,Tron Hoi An Hidden coffee shop,,,,15.8796042,108.3240681
Quang Nam,Tre Vang Bamboo Jaune,,,clothes,15.877037,108.3299645
Quang Nam,WinMart+,,Trần Nhân Tông,convenience,15.8781517,108.344791
Quang Nam,,,,clothes,15.7709876,108.4162677
Quang Nam,WinMart+,,Thửa Đất Số,convenience,15.7452051,108.3741653
Quang Nam,Mini Mart,,,convenience,15.8986237,108.3617435
Quang Ngai,,,,,14.9258808,108.9019211
Quang Ngai,,,,,14.6561901,109.0642543
Quang Ngai,Công ty TNHH NLG THƯỢNG HẢI,,,,14.8124381,108.7554905
Quang Ngai,PNJ,,,jewelry,15.123011,108.8026623
Quang Ngai,PNJ,,,jewelry,15.121013,108.806703
Quang Ngai,shop hải đường 2,,Đại Lộ Hùng Vương,department_store,15.1226963,108.7987792
Quang Ngai,,,,,14.8877641,108.9201365
Quang Ngai,Shop thời trang Mặt Trời Mọc,,,yes,14.8194291,108.9523687
Quang Ngai,An Phước,,Quang Trung,clothes,15.1322705,108.801613
Quang Ngai,Tạp Hoá Phương Mạnh,,Cầu An Lão,department_store,14.5675536,108.9031348
Quang Ngai,Thạch kỳ điếu tẩu,,,,15.2044582,108.9224072
Quang Ngai,Mood Studio,Quảng Ngãi,Làng Rào,clothes,14.9296526,108.5205837
Kon Tum,Chợ trung tâm Pleiku,,,,13.9789735,107.9961475
Kon Tum,Lee and Tee Gia Lai,,Phan Bội Châu,gift,13.9759254,108.0049164
Kon Tum,Dabhkla,,,gift,14.34647,108.0008959
Kon Tum,Kon Tum Martyrs Cemetery,,,,14.3629922,108.0034105
Kon Tum,Sông SeSan,,,,14.3004623,107.8588056
Kon Tum,Bishop of Kontum's Building,,Trần Hưng Đạo,,14.35111,108.01058
Kon Tum,Chợ Sa Thầy,Sa Thầy,,,14.4080323,107.7977683
Kon Tum,PNJ,,,jewelry,13.9749196,107.9967761
Kon Tum,PNJ,,,jewelry,14.3497205,108.0044011
Kon Tum,Siêu Thị Co.opmart Pleiku,Pleiku,Cách Mạng Tháng Tám,supermarket,13.9870183,108.0081747
Kon Tum,Chợ Kon Tum,,Trần Hưng Đạo,department_store,14.3497412,108.0030392
Kon Tum,shopminhoanh.com,,,yes,13.9754921,107.9882971
Kon Tum,Núi Đá,,,,13.9688699,107.9774977
Kon Tum,SHOP GIÀY DÉP NGỌC ÂN - GIA LAI,,,yes,13.9675182,107.9922584
Kon Tum,Net Pet Shop,,,yes,13.9663666,107.9938237
Kon Tum,An Phước,,Trần Hưng Đạo,clothes,14.349932,108.0025452
Kon Tum,An Phước,,Nguyễn Văn Trỗi,clothes,13.9778154,108.0041024
Kon Tum,Đầm bầu AMA,Thành Phố Pleiku,Hùng Vương,clothes,13.9724606,108.0122672
Kon Tum,MIMOSSA,Thành Phố Pleiku,Hùng Vương,clothes,13.9729879,108.0114697
Kon Tum,CATSA GIA LAI,Pleiku,Phan Đình Phùng,clothes,13.9841418,108.0021396
Kon Tum,Thang Loi ward farm,,,,14.3592486,108.0267728
Kon Tum,FPT Shop,,,mobile_phone,14.3497363,108.0054747
Kon Tum,Chợ phường Nguyễn Trãi,,,,14.337893,107.9933757
Kon Tum,Minimart,,,supermarket,14.7042875,107.5629739
Kon Tum,Chợ hoa Xuân,,,,14.3640033,108.0182041
Kon Tum,WinMart,,Hai Bà Trưng,supermarket,13.9796075,107.9960186
Kon Tum,Co.opMart Pleiku Đường Phan Đình Giót,,"Co.opMart Pleiku Đường Phan Đình Giót,",,13.9874546,108.0091552
Kon Tum,Yody,,,clothes,13.9722567,108.0153964
Kon Tum,Quán Thế Âm,,,,14.0401163,107.9998797
